Vert_Group,Order,Genus,Species,Common_name,Population_1,Population_2,Population_3,Latitude,Longitude,LatLongEst,Elevation,Years,Year_1,Year_final,Breeding_Cycle,Moult,Life_Stage,LifeHistConf,Jan_Sampled,Feb_Sampled,Mar_Sampled,Apr_Sampled,May_Sampled,June_Sampled,July_Sampled,Aug_Sampled,Sept_Sampled,Oct_Sampled,Nov_Sampled,Dec_Sampled,Time_min,Time_max,CaptureMethod,SampleMethod,MaxLatency_A,MaxLate_Cort,LateStressCort,StressorType,MajorStressPop,Method,A_AntibodyKit,Cort_AntibodyKit,CORT,Androgen,M_A_Mean,M_A_SE,M_A_CV,M_A_N,M_A_Min,M_A_Max,M_A_RemoveOutlier,F_A_Mean,F_A_SE,F_A_CV,F_A_N,F_A_Min,F_A_Max,F_A_RemoveOutlier,M_BC_Mean,M_BC_SE,M_BC_CV,M_BC_N,M_BC_Min,M_BC_Max,M_BC_RemoveOutlir,F_BC_Mean,F_BC_SE,F_BC_CV,F_BC_N,F_BC_Min,F_BC_Max,F_BC_RemoveOutlir,M_SC_Mean,M_SC_SE,M_SC_CV,M_SC_N,M_SC_Min,M_SC_Max,M_SC_RemoveOutlier,F_SC_Mean,F_SC_SE,F_SC_CV,F_SC_N,F_SC_Min,F_SC_Max,F_SC_RemoveOutlier,OutlierCriteria,Notes,Lab_ID,Ref_ID,Migratory_Status,Mixed_Status_Species,Notes_Migration,Additional_Sources_Migration
Bird,Sphenisciformes,Pygoscelis,adeliae,Adelie penguin,"Dumont d'Urville Station, Adelie Land, Antarctica",null,null,-66.667,140,Reported,2400,2006-2007,2006,2007,Breeding,null,"Incubation, Young care",Y,Y,Y,N,N,N,N,N,N,N,N,Y,Y,null,null,null,Active,null,5,null,null,null,EIA,null,AssayMax,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2.49,2.55,396.6308246,15,null,null,N,1.56,1.34,332.6793387,15,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Raclot,41,Migratory,Yes,"Reference 304, a study that was performed at the same location as this study, lists Adelie penguins as migratory. However, Ballard et al. (2010) says that some penguins that breed at more northern latitudes may not migrate.",https://doi.org/10.1890/09-0688.4
Bird,Sphenisciformes,Pygoscelis,adeliae,Adelie penguin,"Dumont d'Urville Station, Adelie Land, Antarctica",null,null,-66.667,140,Reported,43,2007-2010,2007,2010,Breeding,null,Incubation,Y,N,N,N,N,N,N,N,N,N,N,Y,N,null,null,null,Active,null,5,null,null,null,EIA,null,"AssayMax Corticosterone ELISA Kit, EC3001-1, AssayPro, St. Charles, MO, USA",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,9.0533,1.4348,61.38045249,15,null,null,nul,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"Data characterized by future treatment group (control, pretreatment sample) ",Raclot,308,Migratory,Yes,"Reference 304, a study that was performed at the same location as this study, lists Adelie penguins as migratory. However, Ballard et al. (2010) says that some penguins that breed at more northern latitudes may not migrate.",https://doi.org/10.1890/09-0688.5
Bird,Sphenisciformes,Pygoscelis,adeliae,Adelie penguin,"Dumont d'Urville Station, Adelie Land, Antarctica",null,null,-66.667,140,Reported,43,2007-2010,2007,2010,Breeding,null,Incubation,Y,N,N,N,N,N,N,N,N,N,N,N,Y,null,null,null,Active,null,5,null,null,null,EIA,null,"AssayMax Corticosterone ELISA Kit, EC3001-1, AssayPro, St. Charles, MO, USA",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7.61,1.13,57.50947676,15,null,null,nul,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"Data characterized by]treatment group (control, posttreatment sample) ",Raclot,308,Migratory,Yes,"Reference 304, a study that was performed at the same location as this study, lists Adelie penguins as migratory. However, Ballard et al. (2010) says that some penguins that breed at more northern latitudes may not migrate.",https://doi.org/10.1890/09-0688.6
Bird,Sphenisciformes,Pygoscelis,adeliae,Adelie penguin,"Dumont d'Urville Station, Adelie Land, Antarctica",null,null,-66.667,140,Reported,43,2007-2010,2007,2010,Breeding,null,Incubation,Y,N,N,N,N,N,N,N,N,N,N,Y,N,null,null,null,Active,null,5,null,null,null,EIA,null,"AssayMax Corticosterone ELISA Kit, EC3001-1, AssayPro, St. Charles, MO, USA",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,6.9396,1.2,64.70097504,14,null,null,nul,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Data characterized by future treatment group (CORT implanted) ,Raclot,308,Migratory,Yes,"Reference 304, a study that was performed at the same location as this study, lists Adelie penguins as migratory. However, Ballard et al. (2010) says that some penguins that breed at more northern latitudes may not migrate.",https://doi.org/10.1890/09-0688.7
Bird,Sphenisciformes,Pygoscelis,adeliae,Adelie penguin,"Dumont d'Urville Station, Adelie Land, Antarctica",null,null,-66.667,140,Reported,0,2009,2009,2009,Breeding,N,Young care,Y,N,N,N,N,N,N,N,N,N,N,N,Y,null,null,by hand,Active,null,5,null,null,null,EIA,null,"AssayPro, AssayMax Corticosterone ELISA Kit",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13,3,72.97563831,10,null,null,Y,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1 individual's CORT measured outside of physiological range (>150 ng/mL) so data from that bird was removed ,data characterized by birds that were assigned to the control group (pre-treatment measure),Raclot,428,Migratory,Yes,"Reference 304, a study that was performed at the same location as this study, lists Adelie penguins as migratory. However, Ballard et al. (2010) says that some penguins that breed at more northern latitudes may not migrate.",https://doi.org/10.1890/09-0688.8
Bird,Sphenisciformes,Pygoscelis,adeliae,Adelie penguin,"Dumont d'Urville Station, Adelie Land, Antarctica",null,null,-66.667,140,Reported,0,2009,2009,2009,Breeding,N,Young care,Y,N,N,N,N,N,N,N,N,N,N,N,Y,null,null,by hand,Active,null,5,null,null,null,EIA,null,"AssayPro, AssayMax Corticosterone ELISA Kit",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11,2,57.49595746,10,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"data characterized by birds that were assigned to the CORT-treatment group (pre-treatment measure, so this data is from unmanipulated individuals)",Raclot,428,Migratory,Yes,"Reference 304, a study that was performed at the same location as this study, lists Adelie penguins as migratory. However, Ballard et al. (2010) says that some penguins that breed at more northern latitudes may not migrate.",https://doi.org/10.1890/09-0688.9
Bird,Sphenisciformes,Pygoscelis,adeliae,Adelie penguin,"Dumont d'Urville Station, Adelie Land, Antarctica",null,null,-66.667,140,Reported,0,2009,2009,2009,Breeding,N,Young care,Y,Y,N,N,N,N,N,N,N,N,N,N,N,null,null,by hand,Active,null,5,null,null,null,EIA,null,"AssayPro, AssayMax Corticosterone ELISA Kit",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10,2,56.56854249,8,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,data characterized as the second sample from birds assigned to the control group (unmanipulated burds),Raclot,428,Migratory,Yes,"Reference 304, a study that was performed at the same location as this study, lists Adelie penguins as migratory. However, Ballard et al. (2010) says that some penguins that breed at more northern latitudes may not migrate.",https://doi.org/10.1890/09-0688.10
Bird,Sphenisciformes,Pygoscelis,adeliae,Adelie penguin,"Dumont d'Urville Station, Adelie Land, Antarctica",null,null,-66.667,140,Reported,2400,2009-2010,2009,2010,Breeding,N,Young care,Y,N,N,N,N,N,N,N,N,N,N,N,Y,null,null,null,null,null,5,null,null,null,EIA,null,"EA66, Oxford Biomedical Research",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3.9,1,72.52377243,8,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,data characterized by birds assigned to an implant control group (pre-treatment sample),Raclot,441,Migratory,Yes,"Reference 304, a study that was performed at the same location as this study, lists Adelie penguins as migratory. However, Ballard et al. (2010) says that some penguins that breed at more northern latitudes may not migrate.",https://doi.org/10.1890/09-0688.11
Bird,Sphenisciformes,Pygoscelis,adeliae,Adelie penguin,"Dumont d'Urville Station, Adelie Land, Antarctica",null,null,-66.667,140,Reported,2400,2009-2010,2009,2010,Breeding,N,Young care,Y,N,N,N,N,N,N,N,N,N,N,N,Y,null,null,null,null,null,5,null,null,null,EIA,null,"EA66, Oxford Biomedical Research",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4.7,0.5,28.14629054,7,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,data characterized by birds assigned to a CORT implant treatment group (pre-treatment sample),Raclot,441,Migratory,Yes,"Reference 304, a study that was performed at the same location as this study, lists Adelie penguins as migratory. However, Ballard et al. (2010) says that some penguins that breed at more northern latitudes may not migrate.",https://doi.org/10.1890/09-0688.12
Bird,Sphenisciformes,Pygoscelis,adeliae,Adelie penguin,"Dumont d'Urville Station, Adelie Land, Antarctica",null,null,-66.667,140,Reported,2400,2009-2010,2009,2010,Breeding,N,Young care,Y,Y,N,N,N,N,N,N,N,N,N,N,N,null,null,null,null,null,5,null,null,null,EIA,null,"EA66, Oxford Biomedical Research",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4.9,0.5,26.99746236,7,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,data characterized by birds assigned to an implant control group (post-treatment sample),Raclot,441,Migratory,Yes,"Reference 304, a study that was performed at the same location as this study, lists Adelie penguins as migratory. However, Ballard et al. (2010) says that some penguins that breed at more northern latitudes may not migrate.",https://doi.org/10.1890/09-0688.13
Bird,Sphenisciformes,Pygoscelis,adeliae,Adelie penguin,"Northern colony, Cape Bird, Ross Island, Antarctica",null,null,-77.219,166.475,Reported,178,1991,1991,1991,Breeding,null,Courtship,Y,N,N,N,N,N,N,N,N,N,Y,Y,Y,14:00,16:50,hand grab,Active,null,15,null,null,null,RIA,null,null,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16.4968,2.501,47.941761,10,null,null,null,18.6396,2.7389,46.46646003,10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"Incubating refers to first and second incubation for females and first and second foraging for males, return from foraging refers to the third incuabtion for females and third foraging for males",Young,275,Migratory,Yes,"Ballard et al. (2010) found that penguins breeding at Ross Island (where this study took place) migrate long distances, but note that some penguins that breed at more northern latitudes may not migrate. This paper mentions the return of birds from migration.",https://doi.org/10.1890/09-0688.13
Bird,Sphenisciformes,Pygoscelis,adeliae,Adelie penguin,"Northern colony, Cape Bird, Ross Island, Antarctica",null,null,-77.219,166.475,Reported,178,1991,1991,1991,Breeding,null,Laying,Y,N,N,N,N,N,N,N,N,N,Y,Y,Y,14:00,16:50,hand grab,Active,null,15,null,null,null,RIA,null,null,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13.4556,1.8458,43.37920349,10,null,null,null,10.8336,1.2502,36.49275892,10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"Incubating refers to first and second incubation for females and first and second foraging for males, return from foraging refers to the third incuabtion for females and third foraging for males",Young,275,Migratory,Yes,"Ballard et al. (2010) found that penguins breeding at Ross Island (where this study took place) migrate long distances, but note that some penguins that breed at more northern latitudes may not migrate. This paper mentions the return of birds from migration.",https://doi.org/10.1890/09-0688.14
Bird,Sphenisciformes,Pygoscelis,adeliae,Adelie penguin,"Northern colony, Cape Bird, Ross Island, Antarctica",null,null,-77.219,166.475,Reported,178,1991,1991,1991,Breeding,null,Incubation,Y,N,N,N,N,N,N,N,N,N,Y,Y,Y,14:00,16:50,hand grab,Active,null,15,null,null,null,RIA,null,null,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16.4298,2.3222,44.69586472,10,null,null,null,12.1402,2.7989,72.90570949,10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"Incubating refers to first and second incubation for females and first and second foraging for males, return from foraging refers to the third incuabtion for females and third foraging for males",Young,275,Migratory,Yes,"Ballard et al. (2010) found that penguins breeding at Ross Island (where this study took place) migrate long distances, but note that some penguins that breed at more northern latitudes may not migrate. This paper mentions the return of birds from migration.",https://doi.org/10.1890/09-0688.15
Bird,Sphenisciformes,Pygoscelis,adeliae,Adelie penguin,"Northern colony, Cape Bird, Ross Island, Antarctica",null,null,-77.219,166.475,Reported,178,1991,1991,1991,Breeding,null,Incubation,Y,N,N,N,N,N,N,N,N,N,Y,Y,Y,14:00,16:50,hand grab,Active,null,15,null,null,null,RIA,null,null,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8.9811,0.9527,33.54491017,10,null,null,null,3.4408,0.9526,87.54899149,10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"Return from foraging; Incubating refers to first and second incubation for females and first and second foraging for males, return from foraging refers to the third incuabtion for females and third foraging for males",Young,275,Migratory,Yes,"Ballard et al. (2010) found that penguins breeding at Ross Island (where this study took place) migrate long distances, but note that some penguins that breed at more northern latitudes may not migrate. This paper mentions the return of birds from migration.",https://doi.org/10.1890/09-0688.16
Bird,Passeriformes,Quiscalus,quiscula,Common grackle,"Kellogg Biological Station, Michigan, USA",null,null,42.405,-85.401,Estimated,288,2003-2005,2003,2005,Breeding,null,null,N,N,N,N,N,N,Y,Y,N,N,N,N,N,null,null,mist net,Passive,null,3,60,Restraint,null,RIA,null,null,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22.53,null,null,1,null,null,Y,null,null,null,null,null,null,null,18.26,null,null,1,null,null,Y,null,null,null,null,null,null,null,null,"Lte_StrsCort=30, 60",Hau,43,Unknown,Yes,"Some more northern populations migrants, more southern populations mostly yearround residents. This sampling location is just on the border of where birds could be migrants versus yearround residents.",https://www.allaboutbirds.org/guide/Common_Grackle/maps-range
Bird,Passeriformes,Ramphocelus,dimidiatus,Crimson-backed tanager,"Soberania National Park, Panama",null,null,9.074,-79.66,Estimated,90,2003-2004,2003,2004,Breeding,null,null,N,N,N,N,N,N,Y,Y,N,N,N,N,N,null,null,mist net,Passive,null,3,60,Restraint,null,RIA,null,null,corticosterone,testosterone,2,null,null,3,null,null,Y,null,null,null,null,null,null,null,4.96,null,null,4,null,null,Y,null,null,null,null,null,null,null,23.58,null,null,3,null,null,Y,null,null,null,null,null,null,null,null,"Lte_StrsCort=30, 60",Hau,43,Resident,No,,
Bird,Charadriiformes,Rissa,tridactyla,Black-legged kittiwake,"Kongsfjorden, Svalbard, Norway",null,null,78.9,12.217,Reported,10,2005,2005,2005,Breeding,null,Young care,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,null,null,captured at nest with noose on rod,Active,null,3,null,null,null,RIA,null,null,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7.701,1.13,60.50005658,17,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,pre-treatment; chicks mid,Chastel,3,Migratory,Yes,"According to BOW, incomplete migrant; some individuals move far away from breeding colonies during non-breeding season, while some individuals stay close by. Reference 438 monitored kittiwake migration from this location and found that all birds did in fact migrate. Additional source (Frederiksen et al., 2012) tracked migration across many colonies.","https://www.allaboutbirds.org/guide/Black-legged_Kittiwake/maps-range, https://onlinelibrary.wiley.com/doi/10.1111/j.1472-4642.2011.00864.x"
Bird,Charadriiformes,Rissa,tridactyla,Black-legged kittiwake,"Kongsfjorden, Svalbard, Norway",null,null,78.9,12.217,Reported,10,2005,2005,2005,Breeding,null,Young care,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,null,null,captured at nest with noose on rod,Active,null,3,null,null,null,RIA,null,null,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,6.469,0.997,68.92440172,20,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,pre-control;  chicks mid,Chastel,3,Migratory,Yes,"According to BOW, incomplete migrant; some individuals move far away from breeding colonies during non-breeding season, while some individuals stay close by. Reference 438 monitored kittiwake migration from this location and found that all birds did in fact migrate. Additional source (Frederiksen et al., 2012) tracked migration across many colonies.","https://www.allaboutbirds.org/guide/Black-legged_Kittiwake/maps-range, https://onlinelibrary.wiley.com/doi/10.1111/j.1472-4642.2011.00864.x"
Bird,Charadriiformes,Rissa,tridactyla,Black-legged kittiwake,"Kongsfjorden, Svalbard, Norway",null,null,78.9,12.217,Reported,30,2004,2004,2004,Breeding,null,Young care,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,null,null,captured at nest with noose on rod,Active,null,5,30,Restraint,null,RIA,null,null,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8.69,2.38,61.24098719,5,null,null,N,8.61,2.09,64.22323159,7,null,null,N,52.77,11.36,48.13669173,5,null,null,N,54.22,4.42,21.56809442,7,null,null,N,null,group characterized by having the same mate as the previous year. chicks mid,Chastel,4,Migratory,Yes,"According to BOW, incomplete migrant; some individuals move far away from breeding colonies during non-breeding season, while some individuals stay close by. Reference 438 monitored kittiwake migration from this location and found that all birds did in fact migrate. Additional source (Frederiksen et al., 2012) tracked migration across many colonies.","https://www.allaboutbirds.org/guide/Black-legged_Kittiwake/maps-range, https://onlinelibrary.wiley.com/doi/10.1111/j.1472-4642.2011.00864.x"
Bird,Charadriiformes,Rissa,tridactyla,Black-legged kittiwake,"Kongsfjorden, Svalbard, Norway",null,null,78.9,12.217,Reported,30,2004,2004,2004,Breeding,null,Young care,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,null,null,captured at nest with noose on rod,Active,null,5,30,Restraint,null,RIA,null,null,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13.84,2.62,46.37039831,6,null,null,N,15.58,2.33,42.29932735,8,null,null,N,54.27,10.87,49.06201125,6,null,null,N,55.79,4.28,21.69863433,8,null,null,N,null,group characterized by having a different mate from the previous year.  chicks mid,Chastel,4,Migratory,Yes,"According to BOW, incomplete migrant; some individuals move far away from breeding colonies during non-breeding season, while some individuals stay close by. Reference 438 monitored kittiwake migration from this location and found that all birds did in fact migrate. Additional source (Frederiksen et al., 2012) tracked migration across many colonies.","https://www.allaboutbirds.org/guide/Black-legged_Kittiwake/maps-range, https://onlinelibrary.wiley.com/doi/10.1111/j.1472-4642.2011.00864.x"
Bird,Charadriiformes,Rissa,tridactyla,Black-legged kittiwake,"Kongsfjorden, Svalbard, Norway",null,null,78.9,12.217,Reported,30,2005,2005,2005,Breeding,null,Young care,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,null,null,captured at nest with noose on rod,Active,null,5,null,null,null,RIA,null,null,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,6.12,0.653,28.22999356,7,2.67,8.26,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,group characterized by having the same mate as the previous year.  chicks mid,Chastel,4,Migratory,Yes,"According to BOW, incomplete migrant; some individuals move far away from breeding colonies during non-breeding season, while some individuals stay close by. Reference 438 monitored kittiwake migration from this location and found that all birds did in fact migrate. Additional source (Frederiksen et al., 2012) tracked migration across many colonies.","https://www.allaboutbirds.org/guide/Black-legged_Kittiwake/maps-range, https://onlinelibrary.wiley.com/doi/10.1111/j.1472-4642.2011.00864.x"
Bird,Charadriiformes,Rissa,tridactyla,Black-legged kittiwake,"Kongsfjorden, Svalbard, Norway",null,null,78.9,12.217,Reported,30,2005,2005,2005,Breeding,null,Young care,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,null,null,captured at nest with noose on rod,Active,null,5,null,null,null,RIA,null,null,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16.47,0.245,2.103717807,2,16.13,16.82,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,group characterized by having a different mate from the previous year.   chicks mid,Chastel,4,Migratory,Yes,"According to BOW, incomplete migrant; some individuals move far away from breeding colonies during non-breeding season, while some individuals stay close by. Reference 438 monitored kittiwake migration from this location and found that all birds did in fact migrate. Additional source (Frederiksen et al., 2012) tracked migration across many colonies.","https://www.allaboutbirds.org/guide/Black-legged_Kittiwake/maps-range, https://onlinelibrary.wiley.com/doi/10.1111/j.1472-4642.2011.00864.x"
Bird,Charadriiformes,Rissa,tridactyla,Black-legged kittiwake,"Kongsfjorden, Svalbard, Norway",null,null,78.9,12.217,Reported,10,2000,2000,2000,Breeding,null,Young care,Y,N,N,N,N,N,N,Y,N,N,N,N,N,null,null,captured on nest with noose on rod,Active,null,5.5,30,Restraint,null,RIA,null,null,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10.73,1.5,36.98627182,7,null,null,N,10.39,1.5,47.88197484,11,null,null,N,60.18,9.02,39.65549489,7,null,null,N,50.14,4.89,32.34602159,11,null,null,N,null,null,Chastel,74,Migratory,Yes,"According to BOW, incomplete migrant; some individuals move far away from breeding colonies during non-breeding season, while some individuals stay close by. Reference 438 monitored kittiwake migration from this location and found that all birds did in fact migrate. Additional source (Frederiksen et al., 2012) tracked migration across many colonies.","https://www.allaboutbirds.org/guide/Black-legged_Kittiwake/maps-range, https://onlinelibrary.wiley.com/doi/10.1111/j.1472-4642.2011.00864.x"
Bird,Charadriiformes,Rissa,tridactyla,Black-legged kittiwake,"Kongsfjorden, Svalbard, Norway",null,null,78.9,12.217,Reported,10,2000,2000,2000,Nonbreeding,null,Postbreeding,Y,N,N,N,N,N,N,Y,N,N,N,N,N,null,null,captured on nest with noose on rod,Active,null,5.5,30,Restraint,null,RIA,null,null,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,6.32,1.08,34.17721519,4,null,null,N,5.69,1.25,53.81128609,6,null,null,N,53.01,8.43,31.80531975,4,null,null,N,36.65,4.39,29.3404092,6,null,null,N,null,Birds bred but lost eggs. Captured around the same time as chick-rearing birds. Failed breeders,Chastel,74,Migratory,Yes,"According to BOW, incomplete migrant; some individuals move far away from breeding colonies during non-breeding season, while some individuals stay close by. Reference 438 monitored kittiwake migration from this location and found that all birds did in fact migrate. Additional source (Frederiksen et al., 2012) tracked migration across many colonies.","https://www.allaboutbirds.org/guide/Black-legged_Kittiwake/maps-range, https://onlinelibrary.wiley.com/doi/10.1111/j.1472-4642.2011.00864.x"
Bird,Charadriiformes,Rissa,tridactyla,Black-legged kittiwake,"Kongsfjorden, Svalbard, Norway",null,null,78.9,12.217,Reported,5,2008,2008,2008,Breeding,null,Prebreeding,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,null,null,off nest with noose,Active,3.5,3.5,30,Restraint,null,RIA,null,null,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13.282,1.205,null,null,null,null,N,11.18,0.667,null,null,null,null,N,71.475,3.337,null,null,null,null,N,60.029,1.72,null,null,null,null,N,null,"Birds injected with LHRH after baseline cort bleed. No difference in stresscort levels compared to controls injected with saline. Sample sizes unclear: total sample sizes (bred and unbreed: male baseline cort: 27, stressed cort: 42, female baseline cort 21, stressed cort: 30; unclear how many sampled individuals bred and did not breed.",Chastel,86,Migratory,Yes,"According to BOW, incomplete migrant; some individuals move far away from breeding colonies during non-breeding season, while some individuals stay close by. Reference 438 monitored kittiwake migration from this location and found that all birds did in fact migrate. Additional source (Frederiksen et al., 2012) tracked migration across many colonies.","https://www.allaboutbirds.org/guide/Black-legged_Kittiwake/maps-range, https://onlinelibrary.wiley.com/doi/10.1111/j.1472-4642.2011.00864.x"
Bird,Charadriiformes,Rissa,tridactyla,Black-legged kittiwake,"Kongsfjorden, Svalbard, Norway",null,null,78.9,12.217,Reported,5,2008,2008,2008,Nonbreeding,null,null,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,null,null,off nest with noose,Active,3.5,3.5,30,Restraint,null,RIA,null,null,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12.923,2.077,null,null,null,null,N,17.18,2.846,null,null,null,null,N,71.676,9.672,null,null,null,null,N,63.027,3.676,null,null,null,null,N,null,"Non-breeders in this breeding season. Birds injected with LHRH after baseline cort bleed. No difference in stresscort levels compared to controls injected with saline. Sample sizes unclear: total sample sizes (bred and unbreed: male baseline cort: 27, stressed cort: 42, female baseline cort 21, stressed cort: 30; unclear how many sampled individuals bred and did not breed.",Chastel,86,Migratory,Yes,"According to BOW, incomplete migrant; some individuals move far away from breeding colonies during non-breeding season, while some individuals stay close by. Reference 438 monitored kittiwake migration from this location and found that all birds did in fact migrate. Additional source (Frederiksen et al., 2012) tracked migration across many colonies.","https://www.allaboutbirds.org/guide/Black-legged_Kittiwake/maps-range, https://onlinelibrary.wiley.com/doi/10.1111/j.1472-4642.2011.00864.x"
Bird,Charadriiformes,Rissa,tridactyla,Black-legged kittiwake,"Middleton Island, Gulf of Alaska, USA",null,null,59.433,-146.333,Reported,30,2008,2008,2008,Breeding,null,Young care,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,null,null,off nest by hand,Active,null,3,30,Restraint,null,RIA,null,null,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13,4,115.1279196,14,null,null,N,8,3,129.9038106,12,null,null,N,51,5,45.98446823,22,null,null,N,45,5,54.4331054,24,null,null,N,null,null,Chastel,97,Unknown,Yes,"According to BOW, incomplete migrant; some individuals move far away from breeding colonies during non-breeding season, while some individuals stay close by. McKnight et al. (2011) tracked wintering activites of black-legged kittiwakes not far from where this study occurred in the Gulf of Alaska and found that there was variation in bird distribution during the winter (and across years) -- some birds stayed in the breeding area, others left. Whelan et al. (2020) tracked birds from this colony at Middleton Island and found that some migrated and some did not (partial migration). Marking Migratory_Status as Unknown.","https://www.allaboutbirds.org/guide/Black-legged_Kittiwake/maps-range, https://doi.org/10.3354/meps09373, https://doi.org/10.1098/rsbl.2019.0725"
Bird,Charadriiformes,Rissa,tridactyla,Black-legged kittiwake,"Middleton Island, Gulf of Alaska, USA",null,null,59.433,-146.333,Reported,30,2008,2008,2008,Breeding,null,Young care,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,null,null,off nest by hand,Active,null,3,30,Restraint,null,RIA,null,null,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24,9,140.312152,14,null,null,N,null,null,null,null,null,null,null,43,5,53.28576389,21,null,null,N,null,Mates of females handicapped. Cort levels of females not significantly different from controls.,Chastel,97,Unknown,Yes,"According to BOW, incomplete migrant; some individuals move far away from breeding colonies during non-breeding season, while some individuals stay close by. McKnight et al. (2011) tracked wintering activites of black-legged kittiwakes not far from where this study occurred in the Gulf of Alaska and found that there was variation in bird distribution during the winter (and across years) -- some birds stayed in the breeding area, others left. Whelan et al. (2020) tracked birds from this colony at Middleton Island and found that some migrated and some did not (partial migration). Marking Migratory_Status as Unknown.","https://www.allaboutbirds.org/guide/Black-legged_Kittiwake/maps-range, https://doi.org/10.3354/meps09373, https://doi.org/10.1098/rsbl.2019.0725"
