Vert_Group,Order,Genus,Species,Common_name,Population_1,Population_2,Population_3,Latitude,Longitude,LatLongEst,Elevation,Years,Year_1,Year_final,Breeding_Cycle,Moult,Life_Stage,LifeHistConf,Jan_Sampled,Feb_Sampled,Mar_Sampled,Apr_Sampled,May_Sampled,June_Sampled,July_Sampled,Aug_Sampled,Sept_Sampled,Oct_Sampled,Nov_Sampled,Dec_Sampled,Time_min,Time_max,CaptureMethod,SampleMethod,MaxLatency_A,MaxLate_Cort,LateStressCort,StressorType,MajorStressPop,Method,A_AntibodyKit,Cort_AntibodyKit,CORT,Androgen,M_A_Mean,M_A_SE,M_A_CV,M_A_N,M_A_Min,M_A_Max,M_A_RemoveOutlier,F_A_Mean,F_A_SE,F_A_CV,F_A_N,F_A_Min,F_A_Max,F_A_RemoveOutlier,M_BC_Mean,M_BC_SE,M_BC_CV,M_BC_N,M_BC_Min,M_BC_Max,M_BC_RemoveOutlir,F_BC_Mean,F_BC_SE,F_BC_CV,F_BC_N,F_BC_Min,F_BC_Max,F_BC_RemoveOutlir,M_SC_Mean,M_SC_SE,M_SC_CV,M_SC_N,M_SC_Min,M_SC_Max,M_SC_RemoveOutlier,F_SC_Mean,F_SC_SE,F_SC_CV,F_SC_N,F_SC_Min,F_SC_Max,F_SC_RemoveOutlier,OutlierCriteria,Notes,Lab_ID,Ref_ID,Migratory_Status,Mixed_Status_Species,Notes_Migration,Additional_Sources_Migration
Bird,Procellariiformes,Macronectes,halli,Northern giant petrel,"Bird Island, South Georgia",null,null,-54.005301,-38.037807,Reported,20,2008-2009,2008,2009,Breeding,Y,Young care,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,null,null,captured at or near nest,Active,null,3,null,null,null,RIA,null,"125I RIA kit, MP Biomedicals",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5.5,1.12,91.06895036,20,null,null,N,8.67,1.24,63.96134469,20,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,early chicks,Williams,16,Unknown,Unknown,"Similar to southern giant petrel, not enough is known about movements during non-breeding season. BOW notes that adults may stay in the area of the breeding colony for much of the year, but make very long foraging trips at times. Bird Life notes more migration research needs to be done. Juveniles may disperse long distances.","http://datazone.birdlife.org/species/factsheet/northern-giant-petrel-macronectes-halli/text, http://www.marineornithology.org/PDF/18/MO_1990_05.pdf"
Bird,Procellariiformes,Macronectes,halli,Northern giant petrel,"Bird Island, South Georgia",null,null,-54.005301,-38.037807,Reported,20,2008-2009,2008,2009,Breeding,Y,Young care,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,null,null,captured at or near nest,Active,null,3,null,null,null,RIA,null,"125I RIA kit, MP Biomedicals",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7.65,0.966,56.47167755,20,null,null,N,7.45,1.37,82.23927864,20,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,late chicks,Williams,16,Unknown,Unknown,"Similar to southern giant petrel, not enough is known about movements during non-breeding season. BOW notes that adults may stay in the area of the breeding colony for much of the year, but make very long foraging trips at times. Bird Life notes more migration research needs to be done. Juveniles may disperse long distances.","http://datazone.birdlife.org/species/factsheet/northern-giant-petrel-macronectes-halli/text, http://www.marineornithology.org/PDF/18/MO_1990_05.pdf"
Bird,Procellariiformes,Macronectes,halli,Northern giant petrel,"Bird Island, South Georgia",null,null,-54.005301,-38.037807,Reported,20,2008-2009,2008,2009,Breeding,Y,Young care,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,null,null,captured at or near nest,Active,null,3,null,null,null,RIA,null,"125I RIA kit, MP Biomedicals",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7.31,0.951,58.18059225,20,2.55,19.57,N,7.85,1.49,65.75173766,12,3.22,21.54,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"graphs are not labeled by sex, but determined which graph was which based on sample sizes given in text; end of chick period",Williams,16,Unknown,Unknown,"Similar to southern giant petrel, not enough is known about movements during non-breeding season. BOW notes that adults may stay in the area of the breeding colony for much of the year, but make very long foraging trips at times. Bird Life notes more migration research needs to be done. Juveniles may disperse long distances.","http://datazone.birdlife.org/species/factsheet/northern-giant-petrel-macronectes-halli/text, http://www.marineornithology.org/PDF/18/MO_1990_05.pdf"
Bird,Passeriformes,Malurus,melanocephalus,Red-backed fairy wren,"Herberton, Queensland, Australia",null,null,-17.217,145.417,Reported,918,2010,2010,2010,Breeding,null,Prebreeding,N,N,N,N,N,N,N,N,Y,Y,N,N,N,null,null,"mist net, playback",Attractant,9.8,4.8,null,null,null,RIA,null,Endocrine Sciences/Esoterix,corticosterone,testosterone,0.39,null,null,23,0.01,4.59,N,null,null,null,null,null,null,null,18.941,6.001,148.604535,22,1.576,131.259,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Schwabl,8,Resident,No,,
Bird,Passeriformes,Malurus,melanocephalus,Red-backed fairy-wren,"Herberton, Queensland, Australia",null,null,-17.38,145.39,Reported,918,2003-2009,2003,2009,Breeding,null,null,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,null,null,mist net,Active,null,null,null,null,null,RIA,null,null,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,6.73,0.94,57.5886967,17,1.41,12.8,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"Different male morphs; T entered for ""red/black"" male morph only, and female",Schwabl,407,Resident,No,,
Bird,Passeriformes,Melospiza,melodia,Song sparrow,"Kellogg Biological Station, Michigan, USA",null,null,42.405,-85.401,Estimated,288,2003-2005,2003,2005,Breeding,null,null,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,null,null,mist net,Passive,30,3,60,Restraint,null,RIA,null,null,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17.9,null,null,4,null,null,Y,null,null,null,null,null,null,null,30.87,null,null,1,null,null,Y,null,null,null,null,null,null,null,null,"Lte_StrsCort=30, 60",Hau,43,Unknown,Yes,"Birds from the northern US may migrate, but also could be resident. BOW: ""Individuals wintering in breeding range often a combination of local breeders and migrants, making assignment to groups difficult.""",https://www.allaboutbirds.org/guide/Song_Sparrow/maps-range
Bird,Passeriformes,Melospiza,melodia,Song sparrow,"Radford University Campus, West, Radford, Virginia, USA","Virginia Tech Campus, Blacksburg, Virginia, USA","Radford University Main Campus, Radford, Virginia, USA",37.138,-80.55,Reported,700,2010,2010,2010,Breeding,null,null,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,null,null,mist net with playback,Active,null,3,30,restraint,urban,RIA,null,null,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,59.3849,6.4475,43.42854833,16,null,null,null,null,null,null,null,null,null,null,126.2354,4.4115,15.23287659,19,null,null,null,null,null,null,null,null,null,null,null,group characterized as breeding in an urban environment,IT Moore,410,Resident,Yes,Paper notes that this population is non-migratory.,https://www.allaboutbirds.org/guide/Song_Sparrow/maps-range
Bird,Passeriformes,Melospiza,melodia,Song sparrow,"Claytor Lake State Park, Dublin, Virginia, USA","Kentland Farm, Blacksburg, Virginia, USA","Heritage Park, Blacksburg, Virginia, USA",37.057,-80.629,Reported,700,2010,2010,2010,Breeding,null,null,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,null,null,mist net with playback,Active,null,3,30,restraint,null,RIA,null,null,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32.2375,3.7328,51.78313794,20,null,null,null,null,null,null,null,null,null,null,107.9109,4.7508,20.17488559,21,null,null,null,null,null,null,null,null,null,null,null,group characterized as breeding in a rural environment,IT Moore,410,Resident,Yes,Paper notes that this population is non-migratory.,https://www.allaboutbirds.org/guide/Song_Sparrow/maps-range
Bird,Passeriformes,Melospiza,melodia,Song sparrow,"Radford University Campus, West, Radford, Virginia, USA","Virginia Tech Campus, Blacksburg, Virginia, USA","Radford University Main Campus, Radford, Virginia, USA",37.138,-80.55,Reported,700,2011,2011,2011,Breeding,null,null,Y,N,N,N,Y,Y,Y,Y,N,N,N,N,N,null,null,mist net with playback,Active,null,3,30,restraint,urban,RIA,null,null,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41.0604,5.4295,43.85640252,11,null,null,null,null,null,null,null,null,null,null,123.5207,14.9311,38.22540187,10,null,null,null,null,null,null,null,null,null,null,null,group characterized as breeding in an urban environment,IT Moore,410,Resident,Yes,Paper notes that this population is non-migratory.,https://www.allaboutbirds.org/guide/Song_Sparrow/maps-range
Bird,Passeriformes,Melospiza,melodia,Song sparrow,"Claytor Lake State Park, Dublin, Virginia, USA","Kentland Farm, Blacksburg, Virginia, USA","Heritage Park, Blacksburg, Virginia, USA",37.057,-80.629,Reported,700,2011,2011,2011,Breeding,null,null,Y,N,N,N,Y,Y,Y,Y,N,N,N,N,N,null,null,mist net with playback,Active,null,3,30,restraint,null,RIA,null,null,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,43.0965,6.7869,58.92416906,14,null,null,null,null,null,null,null,null,null,null,151.6861,12.5556,29.84443505,13,null,null,null,null,null,null,null,null,null,null,null,group characterized as breeding in a rural environment,IT Moore,410,Resident,Yes,Paper notes that this population is non-migratory.,https://www.allaboutbirds.org/guide/Song_Sparrow/maps-range
Bird,Passeriformes,Melospiza,melodia,Song sparrow,"Radford University Campus, West, Radford, Virginia, USA","Virginia Tech Campus, Blacksburg, Virginia, USA","Radford University Main Campus, Radford, Virginia, USA",37.138,-80.55,Reported,700,2012,2012,2012,Breeding,null,null,Y,N,N,N,N,Y,Y,Y,N,N,N,N,N,null,null,mist net with playback,Active,null,3,30,restraint,urban,RIA,null,null,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44.7932,7.8049,52.27288964,9,null,null,null,null,null,null,null,null,null,null,127.2534,16.967,35.27643465,7,null,null,null,null,null,null,null,null,null,null,null,group characterized as breeding in an urban environment,IT Moore,410,Resident,Yes,Paper notes that this population is non-migratory.,https://www.allaboutbirds.org/guide/Song_Sparrow/maps-range
Bird,Passeriformes,Melospiza,melodia,Song sparrow,"Claytor Lake State Park, Dublin, Virginia, USA","Kentland Farm, Blacksburg, Virginia, USA","Heritage Park, Blacksburg, Virginia, USA",37.057,-80.629,Reported,700,2012,2012,2012,Breeding,null,null,Y,N,N,N,N,Y,Y,Y,N,N,N,N,N,null,null,mist net with playback,Active,null,3,30,restraint,null,RIA,null,null,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44.7932,9.5016,59.99701555,8,null,null,null,null,null,null,null,null,null,null,127.2534,17.3065,38.46669247,8,null,null,null,null,null,null,null,null,null,null,null,group characterized as breeding in a rural environment,IT Moore,410,Resident,Yes,Paper notes that this population is non-migratory.,https://www.allaboutbirds.org/guide/Song_Sparrow/maps-range
Bird,Passeriformes,Melospiza,melodia,Song sparrow,"Radford University Campus, West, Radford, Virginia, USA","Virginia Tech Campus, Blacksburg, Virginia, USA","Radford University Main Campus, Radford, Virginia, USA",37.138,-80.55,Reported,700,2013,2013,2013,Breeding,null,null,Y,N,N,N,N,Y,Y,Y,N,N,N,N,N,null,null,mist net with playback,Active,null,3,30,restraint,urban,RIA,null,null,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30.2015,4.7508,72.08549447,21,null,null,null,null,null,null,null,null,null,null,80.4242,6.7869,36.78421575,19,null,null,null,null,null,null,null,null,null,null,null,group characterized as breeding in an urban environment,IT Moore,410,Resident,Yes,Paper notes that this population is non-migratory.,https://www.allaboutbirds.org/guide/Song_Sparrow/maps-range
Bird,Passeriformes,Melospiza,melodia,Song sparrow,"Claytor Lake State Park, Dublin, Virginia, USA","Kentland Farm, Blacksburg, Virginia, USA","Heritage Park, Blacksburg, Virginia, USA",37.057,-80.629,Reported,700,2013,2013,2013,Breeding,null,null,Y,N,N,N,N,Y,Y,Y,N,N,N,N,N,null,null,mist net with playback,Active,null,3,30,restraint,null,RIA,null,null,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27.1474,3.3974,43.35199256,12,null,null,null,null,null,null,null,null,null,null,100.4454,7.8049,28.01618307,13,null,null,null,null,null,null,null,null,null,null,null,group characterized as breeding in a rural environment,IT Moore,410,Resident,Yes,Paper notes that this population is non-migratory.,https://www.allaboutbirds.org/guide/Song_Sparrow/maps-range
Bird,Passeriformes,Melospiza,melodia,Song sparrow,"Newboro, Ontario, Canada",null,null,44.633,-76.33,Reported,125,2010,2010,2010,Breeding,null,null,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,7:00,15:00,mist net and conspecific playback,Attractant,null,3,30,Restraint,null,RIA,null,"MP Biomedicals, 07-120103",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35.08,4.42,71.2750735,32,null,null,null,null,null,null,null,null,null,null,121.27,9.39,43.80132053,32,null,null,null,null,null,null,null,null,null,null,null,"Stress-induced CORT was linked to immune function and phenotype. As part of stress series, response to dexamethasone and ACTH injections were also measured.",MacDougall-Shackleton,297,Unknown,Yes,"Location of this study is in zone where song sparrows are found yearround, not clear if individuals in study are migrants or yearround residents (perhaps mixture of both).",https://www.allaboutbirds.org/guide/Song_Sparrow/maps-range
Bird,Passeriformes,Melospiza,melodia,Song sparrow,"University of California, Riverside,  California, USA","I-215/CA-60 freeway,  California, USA",null,33.97423,-117.32733,Reported,332,2011-2012,2011,2012,Breeding,N,null,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,7:00,15:00,mist net with playback,Active,null,3,39,restraint,urban site,RIA,null,MP Biomedicals 07-120103,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24.53,2.06,56.95719431,46,null,null,null,null,null,null,null,null,null,null,103.72,6.82,43.11775042,43,null,null,null,null,null,null,null,null,null,null,null,"data characterized by birds at urban sites, found correlations between CORT and metrics of urbanization",Saltzman,430,Resident,Yes,Paper states that this population is resident.,https://www.allaboutbirds.org/guide/Song_Sparrow/maps-range
Bird,Passeriformes,Melospiza,melodia,Song sparrow,"Box Springs Mountain Reserve, California, USA","Sycamore Canyon Wilderness Park, California, USA",null,33.96575,-117.28552,Reported,838,2011-2012,2011,2012,Breeding,N,null,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,7:00,15:00,mist net with playback,Active,null,3,39,restraint,null,RIA,null,MP Biomedicals 07-120103,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26.29,3.26,62.00076075,25,null,null,null,null,null,null,null,null,null,null,131.65,11.73,43.6498514,24,null,null,null,null,null,null,null,null,null,null,null,data characterized by birds at less disturbed sites,Saltzman,430,Resident,Yes,Paper states that this population is resident.,https://www.allaboutbirds.org/guide/Song_Sparrow/maps-range
Bird,Passeriformes,Melospiza,melodia,Song sparrow,"Convict Creek, University of California's Sierra Nevada Aquatic Research Laboratory (SNARL), California, USA","McGee Creek, Inyo National Forest, California USA",null,37.6142,-118.8297,Reported,2100,2010-2012,2010,2012,Breeding,N,null,Y,N,N,N,N,Y,Y,Y,N,N,N,N,N,6:00,16:00,mist net with playback,Active,null,3,30,restraint,null,RIA,null,MP Biomedicals 07-120103,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48.89,2.61,40.30490464,57,8.9,84.8,null,null,null,null,null,null,null,null,183.12,8.57,35.33315919,57,null,null,null,null,null,null,null,null,null,null,null,"Males with larger song repertoires had higher stress-induced CORT, CORT measures were unrelated to fitness metrics",Saltzman,431,Migratory,Yes,Paper states that song sparrows in this population are short distance migrants.,https://www.allaboutbirds.org/guide/Song_Sparrow/maps-range
Bird,Passeriformes,Melospiza,melodia,Song sparrow,"Victoria, BC, Canada on Vancouver Island",null,null,48.429,-123.366,Estimated,23,null,null,null,Breeding,null,Young care,Y,null,null,null,null,null,null,null,null,null,null,null,null,8:00,16:00,mist net,Active,null,3,null,null,null,RIA,null,null,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13.19,1.12,null,null,null,null,N,13.42,0.98,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Soma,52,Resident,Yes,"Another paper (Zanette et al., 2006) states that this study population is resident.","https://www.allaboutbirds.org/guide/Song_Sparrow/maps-range, https://doi.org/10.1007/s00442-005-0330-y"
Bird,Passeriformes,Melospiza,melodia,Song sparrow,"small costal islands outside Victoria, British Columbia, Canada",null,null,48.429,-123.366,Estimated,23,null,null,null,Breeding,null,Young care,Y,null,null,null,null,null,null,null,null,null,null,null,null,8:00,16:00,mist net,Active,null,3,null,null,null,RIA,null,null,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18.32,1.25,null,null,null,null,N,12.95,1.18,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Soma,52,Resident,Yes,"Another paper (Zanette et al., 2006) states that this study population is resident.","https://www.allaboutbirds.org/guide/Song_Sparrow/maps-range, https://doi.org/10.1007/s00442-005-0330-y"
Bird,Passeriformes,Melospiza,melodia,Song sparrow,"Vancouver, Canada",null,null,49.2,-122.67,Reported,1,2005,2005,2005,Breeding,null,null,N,N,N,N,N,Y,N,N,N,N,N,N,N,null,null,mist net with conspecific playback,Active,null,3,30,Restraint,null,RIA,null,"ImmuChem 07-120103 MP Biomedicals Orangeburg, NY USA",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48.38,7.1,58.70194295,16,null,null,null,null,null,null,null,null,null,null,195.545,0,0,16,null,null,null,null,null,null,null,null,null,null,null,"Data characterized as brachial cort, difference between 30 and 60 min of stress was not significant, so stress-induced CORT measures collected at both time points are combined, link to phenotype: stress-induced CORT negatively correlated with body condition during breeding",Soma,280,Resident,Yes,Paper states that this population is sedentary.,https://www.allaboutbirds.org/guide/Song_Sparrow/maps-range
Bird,Passeriformes,Melospiza,melodia,Song sparrow,"Vancouver, Canada",null,null,49.2,-122.67,Reported,1,2005,2005,2005,Nonbreeding,Y,null,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,null,null,mist net with conspecific playback,Active,null,3,30,Restraint,null,RIA,null,"ImmuChem 07-120103 MP Biomedicals Orangeburg, NY USA",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11.92,0,0,10,null,null,null,null,null,null,null,null,null,null,36.519,6.23,53.94723246,10,null,null,null,null,null,null,null,null,null,null,null,"Data characterized as brachial cort, difference between 30 and 60 min of stress was not significant, so stress-induced CORT measures collected at both time points are combined, link to phenotype: stress-induced CORT negatively correlated with body condition during breeding",Soma,280,Resident,Yes,Paper states that this population is sedentary.,https://www.allaboutbirds.org/guide/Song_Sparrow/maps-range
Bird,Passeriformes,Melospiza,melodia,Song sparrow,"Vancouver, Canada",null,null,49.2,-122.67,Reported,1,2005,2005,2005,Nonbreeding,null,null,N,N,N,N,N,N,N,N,N,N,Y,N,N,null,null,mist net with conspecific playback,Active,null,3,30,Restraint,null,RIA,null,"ImmuChem 07-120103 MP Biomedicals Orangeburg, NY USA",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7.67,0,0,18,null,null,null,null,null,null,null,null,null,null,49.712,9.94,84.83233109,18,null,null,null,null,null,null,null,null,null,null,null,"Data characterized as brachial cort, difference between 30 and 60 min of stress was not significant, so stress-induced CORT measures collected at both time points are combined, link to phenotype: stress-induced CORT negatively correlated with body condition during breeding",Soma,280,Resident,Yes,Paper states that this population is sedentary.,https://www.allaboutbirds.org/guide/Song_Sparrow/maps-range
Bird,Passeriformes,Melospiza,melodia,Song sparrow,"Vancouver, Canada",null,null,49.2,-122.67,Reported,1,2005,2005,2005,Nonbreeding,null,null,N,N,N,N,N,N,N,N,N,N,N,N,Y,null,null,mist net with conspecific playback,Active,null,3,30,Restraint,null,RIA,null,"ImmuChem 07-120103 MP Biomedicals Orangeburg, NY USA",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22.21,9.8,124.8022775,8,null,null,null,null,null,null,null,null,null,null,57.351,0,0,8,null,null,null,null,null,null,null,null,null,null,null,"Data characterized as brachial cort, difference between 30 and 60 min of stress was not significant, so stress-induced CORT measures collected at both time points are combined, link to phenotype: stress-induced CORT negatively correlated with body condition during breeding",Soma,280,Resident,Yes,Paper states that this population is sedentary.,https://www.allaboutbirds.org/guide/Song_Sparrow/maps-range
Bird,Passeriformes,Melospiza,melodia,Song sparrow,"Vancouver, Canada",null,null,49.2,-122.67,Reported,1,2005,2005,2005,Breeding,null,null,N,N,N,N,N,Y,N,N,N,N,N,N,N,null,null,mist net with conspecific playback,Active,null,3,30,Restraint,null,RIA,null,"ImmuChem 07-120103 MP Biomedicals Orangeburg, NY USA",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,43.573,7.1,69.13168448,18,null,null,null,null,null,null,null,null,null,null,164.063,24.17,62.50320024,18,null,null,null,null,null,null,null,null,null,null,null,"Data characterized as jugular cort, difference between 30 and 60 min of stress was not significant, so stress-induced CORT measures collected at both time points are combined, link to phenotype: stress-induced CORT negatively correlated with body condition during breeding",Soma,280,Resident,Yes,Paper states that this population is sedentary.,https://www.allaboutbirds.org/guide/Song_Sparrow/maps-range
Bird,Passeriformes,Melospiza,melodia,Song sparrow,"Vancouver, Canada",null,null,49.2,-122.67,Reported,1,2005,2005,2005,Nonbreeding,Y,null,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,null,null,mist net with conspecific playback,Active,null,3,30,Restraint,null,RIA,null,"ImmuChem 07-120103 MP Biomedicals Orangeburg, NY USA",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11.92,0,0,9,null,null,null,null,null,null,null,null,null,null,62.444,16.99,81.62513612,9,null,null,null,null,null,null,null,null,null,null,null,"Data characterized as jugular cort, difference between 30 and 60 min of stress was not significant, so stress-induced CORT measures collected at both time points are combined, link to phenotype: stress-induced CORT negatively correlated with body condition during breeding",Soma,280,Resident,Yes,Paper states that this population is sedentary.,https://www.allaboutbirds.org/guide/Song_Sparrow/maps-range
Bird,Passeriformes,Melospiza,melodia,Song sparrow,"Vancouver, Canada",null,null,49.2,-122.67,Reported,1,2005,2005,2005,Nonbreeding,null,null,N,N,N,N,N,N,N,N,N,N,Y,N,N,null,null,mist net with conspecific playback,Active,null,3,30,Restraint,null,RIA,null,"ImmuChem 07-120103 MP Biomedicals Orangeburg, NY USA",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8.56,0,0,19,null,null,null,null,null,null,null,null,null,null,46.009,0,0,19,null,null,null,null,null,null,null,null,null,null,null,"Data characterized as jugular cort, difference between 30 and 60 min of stress was not significant, so stress-induced CORT measures collected at both time points are combined, link to phenotype: stress-induced CORT negatively correlated with body condition during breeding",Soma,280,Resident,Yes,Paper states that this population is sedentary.,https://www.allaboutbirds.org/guide/Song_Sparrow/maps-range
Bird,Passeriformes,Melospiza,melodia,Song sparrow,"Vancouver, Canada",null,null,49.2,-122.67,Reported,1,2005,2005,2005,Nonbreeding,null,null,N,N,N,N,N,N,N,N,N,N,N,N,Y,null,null,mist net with conspecific playback,Active,null,3,30,Restraint,null,RIA,null,"ImmuChem 07-120103 MP Biomedicals Orangeburg, NY USA",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12.79,0,0,8,null,null,null,null,null,null,null,null,null,null,66.609,8.93,37.91958177,8,null,null,null,null,null,null,null,null,null,null,null,"Data characterized as jugular cort, difference between 30 and 60 min of stress was not significant, so stress-induced CORT measures collected at both time points are combined, link to phenotype: stress-induced CORT negatively correlated with body condition during breeding",Soma,280,Resident,Yes,Paper states that this population is sedentary.,https://www.allaboutbirds.org/guide/Song_Sparrow/maps-range
Bird,Passeriformes,Melospiza,melodia,Song sparrow,"lower mainland British Columbia, Vancouver, Canada",null,null,49.2,-122.67,Estimated,40,2005,2005,2005,Breeding,null,null,N,N,N,N,N,N,Y,N,N,N,N,N,N,null,null,mist net with playback,Active,null,6,null,null,null,RIA,null,null,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19.809,5.53,88.2800518,10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Data characterized by a control with blood drawn from a brachial vein,Soma,281,Resident,Yes,Paper states that this population is non-migratory.,https://www.allaboutbirds.org/guide/Song_Sparrow/maps-range
Bird,Passeriformes,Melospiza,melodia,Song sparrow,"lower mainland British Columbia, Vancouver, Canada",null,null,49.2,-122.67,Estimated,40,2005,2005,2005,Breeding,null,null,N,N,N,N,N,N,Y,N,N,N,N,N,N,null,null,mist net with playback,Active,null,6,null,null,null,RIA,null,null,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,65.36,12.37,73.29988371,15,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Data characterized by an STI with blood drawn from a brachial vein,Soma,281,Resident,Yes,Paper states that this population is non-migratory.,https://www.allaboutbirds.org/guide/Song_Sparrow/maps-range
Bird,Passeriformes,Melospiza,melodia,Song sparrow,"lower mainland British Columbia, Vancouver, Canada",null,null,49.2,-122.67,Estimated,40,2005,2005,2005,Breeding,null,null,N,N,N,N,N,N,Y,N,N,N,N,N,N,null,null,mist net with playback,Active,null,6,null,null,null,RIA,null,null,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36.48,7.37,63.887024,10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Data characterized by a control with blood drawn from a jugular vein,Soma,281,Resident,Yes,Paper states that this population is non-migratory.,https://www.allaboutbirds.org/guide/Song_Sparrow/maps-range
Bird,Passeriformes,Melospiza,melodia,Song sparrow,"lower mainland British Columbia, Vancouver, Canada",null,null,49.2,-122.67,Estimated,40,2005,2005,2005,Breeding,null,null,N,N,N,N,N,N,Y,N,N,N,N,N,N,null,null,mist net with playback,Active,null,6,null,null,null,RIA,null,null,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,70.71,10.53,57.67573842,15,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Data characterized by an STI with blood drawn from a jugular vein,Soma,281,Resident,Yes,Paper states that this population is non-migratory.,https://www.allaboutbirds.org/guide/Song_Sparrow/maps-range
Bird,Passeriformes,Melospiza,melodia,Song sparrow,"lower mainland British Columbia, Vancouver, Canada",null,null,49.2,-122.67,Estimated,40,2005,2005,2005,Nonbreeding,null,null,N,N,N,N,N,N,N,N,N,N,N,Y,Y,null,null,mist net with playback,Active,null,6,null,null,null,RIA,null,null,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22.97,6.05,87.35559417,11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Data characterized by a control with blood drawn from a brachial vein,Soma,281,Resident,Yes,Paper states that this population is non-migratory.,https://www.allaboutbirds.org/guide/Song_Sparrow/maps-range
Bird,Passeriformes,Melospiza,melodia,Song sparrow,"lower mainland British Columbia, Vancouver, Canada",null,null,49.2,-122.67,Estimated,40,2005,2005,2005,Nonbreeding,null,null,N,N,N,N,N,N,N,N,N,N,N,Y,Y,null,null,mist net with playback,Active,null,6,null,null,null,RIA,null,null,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,14.31,2.9,70.20191952,12,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Data characterized by an STI with blood drawn from a brachial vein,Soma,281,Resident,Yes,Paper states that this population is non-migratory.,https://www.allaboutbirds.org/guide/Song_Sparrow/maps-range
